,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageCars,GarageQual,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorch
458,459,70,RM,69.0,5100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,588,GasA,Fa,Y,SBrkr,1666,3,1,Gd,7,Typ,1,Detchd,1,TA,Y,192,6,2008,WD,Normal,161000,1.0,63
459,460,50,RL,69.0,7015,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,709,GasA,TA,Y,SBrkr,1203,3,1,Gd,5,Typ,1,Detchd,1,TA,Y,0,7,2009,WD,Normal,110000,2.0,248
460,461,60,FV,75.0,8004,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,832,GasA,Ex,Y,SBrkr,1935,3,1,TA,8,Typ,0,BuiltIn,2,TA,Y,0,12,2009,New,Partial,263435,3.5,150
461,462,70,RL,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,560,GasA,Ex,Y,SBrkr,1135,3,1,Gd,6,Typ,0,Detchd,2,TA,Y,256,4,2009,WD,Normal,155000,2.0,0
462,463,20,RL,60.0,8281,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,864,GasA,Gd,Y,SBrkr,864,3,1,TA,5,Typ,1,Detchd,1,TA,Y,0,12,2009,WD,Normal,62383,1.0,236
463,464,70,RL,74.0,11988,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,715,GasA,Fa,Y,FuseA,1660,3,1,TA,6,Typ,1,Detchd,1,TA,Y,0,8,2008,WD,Normal,188700,1.5,0
464,465,20,RL,60.0,8430,Pave,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,1040,GasA,TA,Y,SBrkr,1040,3,1,TA,5,Typ,0,NA,0,NA,Y,0,8,2009,WD,Normal,124000,2.0,0
465,466,120,RM,69.0,3072,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,1375,GasA,Ex,Y,SBrkr,1414,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,144,5,2006,WD,Normal,178740,2.0,20
466,467,20,RL,85.0,10628,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,1277,GasA,TA,Y,SBrkr,1277,2,1,TA,5,Typ,1,Attchd,2,TA,Y,0,4,2007,WD,Normal,167000,2.0,176
467,468,70,RL,79.0,9480,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,728,GasA,Ex,Y,SBrkr,1644,3,1,Gd,7,Typ,2,Attchd,1,TA,Y,168,6,2007,WD,Normal,146500,1.5,0
468,469,20,RL,98.0,11428,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,1626,GasA,Ex,Y,SBrkr,1634,3,1,Gd,7,Typ,1,Attchd,3,TA,Y,0,5,2007,WD,Normal,250000,2.0,44
469,470,60,RL,76.0,9291,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,832,GasA,Ex,Y,SBrkr,1710,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,144,6,2008,WD,Normal,187000,2.5,70
470,471,120,RL,69.0,6820,Pave,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,1488,GasA,TA,Y,SBrkr,1502,1,1,Gd,4,Typ,0,Attchd,2,TA,Y,0,6,2010,WD,Normal,212000,2.5,194
471,472,60,RL,92.0,11952,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,808,GasA,TA,Y,SBrkr,1969,3,1,TA,8,Typ,1,Attchd,2,TA,Y,0,11,2007,WD,Normal,190000,2.5,276
472,473,180,RM,35.0,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,547,GasA,Ex,Y,SBrkr,1072,2,1,TA,5,Typ,0,Basment,2,TA,Y,0,6,2008,WD,Normal,148000,2.0,28
473,474,20,RL,110.0,14977,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,1976,GasA,Ex,Y,SBrkr,1976,2,1,Gd,7,Typ,1,Attchd,3,TA,Y,250,7,2007,New,Partial,440000,3.0,63
474,475,120,RL,41.0,5330,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,1494,GasA,Ex,Y,SBrkr,1652,2,1,Ex,6,Typ,0,Attchd,2,TA,Y,96,8,2007,WD,Normal,251000,3.0,48
475,476,20,RL,80.0,8480,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,970,GasA,TA,Y,SBrkr,970,2,1,TA,5,Typ,0,Detchd,2,TA,Y,0,7,2007,WD,Normal,132500,2.0,216
476,477,20,RL,75.0,13125,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,1478,GasA,Ex,Y,SBrkr,1493,3,1,Gd,7,Typ,1,Attchd,2,TA,Y,140,4,2008,WD,Normal,208900,3.0,39
477,478,60,RL,105.0,13693,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,2153,GasA,Ex,Y,SBrkr,2643,3,1,Ex,9,Typ,1,BuiltIn,3,TA,Y,414,3,2007,WD,Normal,380000,2.5,84
478,479,20,RL,79.0,10637,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,1705,GasA,Ex,Y,SBrkr,1718,3,1,Gd,7,Typ,1,Attchd,3,TA,Y,208,9,2009,WD,Normal,297000,3.0,44
479,480,30,RM,50.0,5925,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,907,GasA,TA,Y,SBrkr,1131,2,1,TA,7,Typ,0,Detchd,2,TA,Y,0,3,2007,WD,Alloca,89471,1.0,72
480,481,20,RL,98.0,16033,Pave,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,1833,GasA,Ex,Y,SBrkr,1850,3,1,Gd,8,Typ,1,Attchd,3,TA,Y,519,3,2006,WD,Normal,326000,3.0,112
481,482,20,RL,72.0,11846,Pave,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,1792,GasA,Ex,Y,SBrkr,1792,2,1,Ex,6,Typ,1,Attchd,3,TA,Y,206,8,2006,WD,Normal,374000,3.0,49
482,483,70,RM,50.0,2500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,910,GasA,Ex,Y,SBrkr,1826,4,1,Ex,7,Min2,1,Attchd,1,Fa,Y,0,6,2009,WD,Normal,155000,2.5,0
483,484,120,RM,32.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,1216,GasA,Ex,Y,SBrkr,1216,2,1,TA,5,Typ,0,Attchd,2,TA,Y,0,5,2006,WD,Normal,164000,3.0,125
484,485,20,RL,69.0,7758,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,999,GasA,Gd,Y,SBrkr,999,3,1,Gd,6,Typ,0,Detchd,1,TA,Y,0,3,2007,WD,Normal,132500,2.0,132
485,486,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,1113,GasA,Gd,Y,SBrkr,1113,3,1,Gd,5,Typ,1,Attchd,1,TA,Y,0,7,2009,WD,Normal,147000,1.0,200
486,487,20,RL,79.0,10289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,1073,GasA,TA,Y,SBrkr,1073,3,1,TA,6,Typ,0,Attchd,2,TA,Y,0,6,2007,WD,Normal,156000,2.5,0
487,488,20,RL,70.0,12243,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,1484,GasA,Gd,Y,SBrkr,1484,3,1,TA,7,Typ,1,Attchd,2,TA,Y,224,2,2007,WD,Normal,175000,2.0,180
488,489,190,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,954,GasA,TA,N,FuseA,2414,3,2,TA,10,Mod,1,Attchd,2,TA,N,142,5,2006,ConLD,Normal,160000,2.0,0
489,490,180,RM,21.0,1526,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,630,GasA,TA,Y,SBrkr,630,1,1,Gd,3,Typ,0,Attchd,1,TA,Y,0,5,2009,WD,Normal,86000,2.0,0
490,491,160,RM,69.0,2665,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,264,GasA,TA,Y,SBrkr,1304,3,1,TA,4,Typ,1,BuiltIn,1,TA,Y,141,6,2008,WD,Normal,115000,1.5,24
491,492,50,RL,79.0,9490,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,806,GasA,TA,Y,FuseA,1578,3,1,Fa,5,Typ,2,Attchd,1,TA,Y,0,8,2006,WD,Normal,133000,2.0,32
492,493,60,RL,105.0,15578,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,728,GasA,Gd,Y,SBrkr,1456,3,1,TA,8,Typ,0,Attchd,2,TA,Y,0,5,2006,New,Partial,172785,2.5,0
493,494,20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,1269,GasA,TA,Y,FuseA,1269,3,1,TA,6,Typ,1,Detchd,1,TA,Y,0,6,2008,WD,Normal,155000,1.5,0
494,495,30,RM,50.0,5784,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,190,GasA,Gd,Y,FuseA,886,2,1,TA,4,Typ,0,Attchd,1,TA,Y,144,12,2009,WD,Normal,91300,1.0,100
495,496,30,C (all),60.0,7879,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,720,GasA,TA,N,FuseA,720,2,1,TA,4,Typ,0,NA,0,NA,N,0,11,2009,WD,Abnorml,34900,1.0,638
496,497,20,RL,69.0,12692,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,3200,GasA,Ex,Y,SBrkr,3228,4,1,Gd,10,Typ,1,Attchd,2,TA,Y,264,5,2007,WD,Normal,430000,4.0,366
497,498,50,RL,60.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,1026,GasA,Ex,Y,SBrkr,1820,4,1,TA,8,Typ,0,Detchd,1,TA,N,0,6,2008,WD,Normal,184000,3.0,100
498,499,20,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,864,GasA,Ex,Y,SBrkr,899,3,1,Gd,5,Typ,0,Attchd,1,TA,Y,64,6,2009,WD,Normal,130000,1.0,0
499,500,20,RL,70.0,7535,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,912,GasA,Fa,Y,SBrkr,912,2,1,TA,5,Typ,0,Attchd,1,TA,Y,12,6,2007,WD,Normal,120000,1.5,285
500,501,160,RM,21.0,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,1218,3,1,TA,7,Typ,0,Detchd,1,TA,Y,144,5,2007,WD,Normal,113000,1.5,28
501,502,60,FV,75.0,9803,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,866,GasA,Gd,Y,SBrkr,1768,3,1,Gd,7,Typ,0,Attchd,2,TA,Y,0,2,2008,WD,Normal,226700,2.5,108
502,503,20,RL,70.0,9170,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,1214,GasA,Ex,Y,SBrkr,1214,2,1,TA,6,Typ,0,Detchd,2,Fa,Y,0,4,2007,WD,Normal,140000,2.0,184
503,504,20,RL,100.0,15602,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,1501,GasA,TA,Y,SBrkr,1801,1,1,TA,6,Typ,2,Attchd,2,TA,Y,0,3,2010,WD,Normal,289000,3.0,215
504,505,160,RL,24.0,2308,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,855,GasA,TA,Y,SBrkr,1322,3,1,TA,6,Typ,1,Attchd,2,TA,Y,260,6,2009,WD,Normal,147000,3.0,0
505,506,90,RM,60.0,7596,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,960,GasA,Gd,Y,SBrkr,1960,4,2,TA,10,Typ,0,Detchd,2,TA,N,0,7,2009,COD,Normal,124500,2.0,0
506,507,60,RL,80.0,9554,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,777,GasA,Ex,Y,SBrkr,1911,3,1,Gd,8,Typ,1,Attchd,2,TA,Y,182,9,2006,WD,Normal,215000,2.5,81
507,508,20,FV,75.0,7862,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1218,GasA,Ex,Y,SBrkr,1218,2,1,Gd,4,Typ,0,Attchd,2,TA,Y,0,9,2009,New,Partial,208300,2.0,102
508,509,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,689,GasA,Ex,Y,SBrkr,1378,3,1,Gd,7,Typ,1,Detchd,2,TA,N,0,10,2008,WD,Normal,161000,2.0,116
509,510,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,1041,GasA,Ex,Y,SBrkr,1041,3,1,TA,6,Typ,0,Attchd,1,TA,Y,224,7,2009,WD,Normal,124500,2.0,88
510,511,20,RL,75.0,14559,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,TA,TA,No,1008,GasA,Ex,Y,SBrkr,1363,2,1,TA,6,Min1,2,CarPort,1,TA,Y,324,6,2009,WD,Normal,164900,2.0,210
511,512,120,RL,40.0,6792,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,1368,GasA,Ex,Y,SBrkr,1368,2,1,Gd,6,Typ,1,Attchd,2,TA,Y,132,3,2006,New,Partial,202665,2.0,35
512,513,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1Fam,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,864,3,1,TA,5,Typ,0,Detchd,2,TA,Y,0,7,2006,WD,Normal,129900,2.0,0
513,514,20,RL,71.0,9187,Pave,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,1Story,6,5,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,1084,GasA,TA,Y,SBrkr,1080,3,1,TA,5,Typ,0,Attchd,2,TA,Y,120,6,2007,WD,Normal,134000,1.5,158
514,515,45,RL,55.0,10594,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,768,Grav,Fa,N,SBrkr,789,2,1,TA,5,Typ,0,Detchd,1,Po,Y,0,6,2007,WD,Normal,96500,1.0,112
515,516,20,RL,94.0,12220,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2009,2009,Hip,CompShg,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,Ex,TA,No,2006,GasA,Ex,Y,SBrkr,2020,3,1,Ex,9,Typ,1,Attchd,3,TA,Y,156,9,2009,New,Partial,402861,3.5,54
516,517,80,RL,69.0,10448,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,1Fam,SLvl,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,689,GasA,TA,Y,SBrkr,2119,3,1,TA,7,Typ,1,Attchd,2,TA,Y,0,8,2009,COD,Abnorml,158000,2.5,104
517,518,60,RL,79.0,10208,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,Gd,TA,No,1264,GasA,Ex,Y,SBrkr,2344,3,1,Gd,7,Typ,1,Attchd,3,TA,Y,220,7,2009,WD,Normal,265000,2.5,0
518,519,60,RL,69.0,9531,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,794,GasA,Ex,Y,SBrkr,1796,3,1,TA,7,Typ,0,Attchd,2,TA,Y,0,5,2007,WD,Normal,211000,3.5,36
519,520,70,RL,53.0,10918,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,TA,No,1276,GasA,Ex,Y,SBrkr,2080,3,1,Gd,9,Typ,2,Detchd,1,TA,Y,0,6,2009,WD,Normal,234000,1.5,145
520,521,190,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,NA,NA,NA,0,GasA,TA,N,FuseA,1294,3,2,TA,7,Typ,0,NA,0,NA,N,220,8,2008,WD,Normal,106250,2.0,324
521,522,20,RL,90.0,11988,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,1Fam,1Story,6,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,1244,GasA,Ex,Y,FuseA,1244,3,1,TA,6,Typ,2,Attchd,1,TA,Y,0,5,2007,WD,Normal,150000,1.5,40
522,523,50,RM,50.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,1Fam,1.5Fin,6,7,1947,1950,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,TA,TA,No,1004,GasA,Ex,Y,SBrkr,1664,3,1,TA,7,Typ,2,Detchd,2,TA,Y,0,10,2006,WD,Normal,159000,2.0,60
523,524,60,RL,130.0,40094,Pave,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,1Fam,2Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,762.0,Ex,TA,PConc,Ex,TA,Gd,3138,GasA,Ex,Y,SBrkr,4676,3,1,Ex,11,Typ,1,BuiltIn,3,TA,Y,208,10,2007,New,Partial,184750,4.5,406
524,525,60,RL,95.0,11787,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,Gd,TA,No,1379,GasA,Ex,Y,SBrkr,2398,3,1,Gd,8,Typ,1,Attchd,3,TA,Y,239,8,2007,WD,Normal,315750,3.5,60
525,526,20,FV,62.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1257,GasA,Ex,Y,SBrkr,1266,3,1,Gd,6,Typ,1,Attchd,2,TA,Y,38,4,2006,WD,Normal,176000,2.0,144
526,527,20,RL,70.0,13300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,928,GasA,TA,Y,SBrkr,928,2,1,TA,4,Typ,0,Attchd,1,TA,Y,261,6,2007,WD,Normal,132000,1.0,156
527,528,60,RL,67.0,14948,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,Ex,TA,Av,1452,GasA,Ex,Y,SBrkr,2713,3,1,Ex,11,Typ,1,Attchd,3,TA,Y,126,11,2008,New,Partial,446261,3.5,66
